language	iso_code	gloss	global_id	local_id	transcription	cognate_class	notes
KK-Kokdarya 2	kaa	narrow	1267	narrow	tar	A	Origin: Turkic
KK-Kokdarya 2	kaa	thin	1400	thin	ʒɨŋʃkɪ	A	Origin: Turkic
KK-Kokdarya 2	kaa	woman	962	woman	hajal	A	Origin: Turkic
KK-Kokdarya 2	kaa	man	1554	man	jerkɛk	A	Origin: Turkic
KK-Kokdarya 2	kaa	person	683	person	insan	B	Origin: Arabian
KK-Kokdarya 2	kaa	child	2099	child	bala	A	Origin: Turkic
KK-Kokdarya 3	kaa	heavy	1210	heavy	awər	A	Origin: Turkic
KK-Kokdarya 3	kaa	small	1246	small	kiʃkene	A	Origin: Turkic
KK-Kokdarya 3	kaa	short	1645	short	qɨsqa	A	Origin: Turkic
KK-Kokdarya 3	kaa	narrow	1267	narrow	tar	A	Origin: Turkic
KK-Kokdarya 3	kaa	thin	1400	thin	jupqa	B	Origin: Turkic
KK-Kokdarya 3	kaa	woman	962	woman	ajal	A	Origin: Turkic
KK-Kokdarya 3	kaa	man	1554	man	erkæk	A	Origin: Turkic
KK-Kokdarya 3	kaa	person	683	person	adam	A	Origin: Arabian
KK-Kokdarya 3	kaa	child	2099	child	bala	A	Origin: Turkic
KK-Kokdarya 4	kaa	heavy	1210	heavy	awər	A	Origin: Turkic
KK-Kokdarya 4	kaa	small	1246	small	kiʃkʲentaj	B	Origin: Turkic
KK-Kokdarya 4	kaa	short	1645	short	kʲelte	B	Origin: Iranian
KK-Kokdarya 4	kaa	narrow	1267	narrow	tar	A	Origin: Turkic
KK-Kokdarya 4	kaa	thin	1400	thin	ʒʊqa	B	Origin: Turkic
KK-Kokdarya 4	kaa	woman	962	woman	hajal	A	Origin: Turkic
KK-Kokdarya 4	kaa	man	1554	man	jɛr	B	Origin: Turkic
KK-Kokdarya 4	kaa	person	683	person	adam	A	Origin: Arabian
KK-Kokdarya 4	kaa	child	2099	child	bala	A	Origin: Turkic
KK-Shege 1	kaa	heavy	1210	heavy	awɜr	A	Origin: Turkic
KK-Shege 1	kaa	small	1246	small	kiʃkinʲɛ	A	Origin: Turkic
KK-Shege 1	kaa	short	1645	short	kelte	B	Origin: Iranian
KK-Shege 1	kaa	narrow	1267	narrow	ʒiŋʃke	B	Origin: Turkic
KK-Shege 1	kaa	thin	1400	thin	ʒiŋʃke	A	Origin: Turkic
KK-Shege 1	kaa	woman	962	woman	hajal	A	Origin: Turkic
KK-Shege 1	kaa	man	1554	man	jerkɛk	A	Origin: Turkic
KK-Shege 1	kaa	person	683	person	insan	B	Origin: Arabian
KK-Shege 1	kaa	child	2099	child	bala	A	Origin: Turkic
KK-Shege 2	kaa	heavy	1210	heavy	awɨr	A	Origin: Turkic
KK-Shege 2	kaa	small	1246	small	kiʃkinɛ	A	Origin: Turkic
KK-Shege 2	kaa	short	1645	short	qɨsχa	A	Origin: Turkic
KK-Shege 2	kaa	narrow	1267	narrow	ʒiŋʃke	B	Origin: Turkic
KK-Shege 2	kaa	thin	1400	thin	ʒiŋʃkine	E	Origin: Turkic
KK-Shege 2	kaa	woman	962	woman	hajal	A	Origin: Turkic
KK-Shege 2	kaa	man	1554	man	jer	B	Origin: Turkic
KK-Shege 2	kaa	person	683	person	adam	A	Origin: Arabian
KK-Shege 2	kaa	child	2099	child	bala	A	Origin: Turkic
KK-Shege 3	kaa	heavy	1210	heavy	awɨr	A	Origin: Turkic
KK-Shege 3	kaa	small	1246	small	kiʃkʲenʲɛ	A	Origin: Turkic
KK-Shege 3	kaa	short	1645	short	kʲelte	B	Origin: Iranian
KK-Shege 3	kaa	narrow	1267	narrow	tar	A	Origin: Turkic
KK-Shege 3	kaa	thin	1400	thin	ʃʊqa	B	Origin: Turkic
KK-Shege 3	kaa	woman	962	woman	hajal	A	Origin: Turkic
KK-Shege 3	kaa	man	1554	man	jer	B	Origin: Turkic
KK-Shege 3	kaa	person	683	person	adam	A	Origin: Arabian
KK-Shege 3	kaa	child	2099	child	bala	A	Origin: Turkic
KK-Shege 4	kaa	heavy	1210	heavy	awɨr	A	Origin: Turkic
KK-Shege 4	kaa	small	1246	small	kiʃkʲɛntaj	B	Origin: Turkic
KK-Shege 4	kaa	short	1645	short	kʲeltʲe	B	Origin: Iranian
KK-Shege 4	kaa	narrow	1267	narrow	uzun	C	Origin: Turkic
KK-Shege 4	kaa	thin	1400	thin	ʒɨŋʃkine	E	Origin: Turkic
KK-Shege 4	kaa	woman	962	woman	hajal	A	Origin: Turkic
KK-Shege 4	kaa	man	1554	man	jerkek	A	Origin: Turkic
KK-Shege 4	kaa	person	683	person	adam	A	Origin: Arabian
KK-Shege 4	kaa	child	2099	child	bala	A	Origin: Turkic
U-Hitoy 1	uzb	heavy	1210	heavy	awɨr	A	Origin: Turkic
U-Hitoy 1	uzb	small	1246	small	kiskinʲɛ	A	Origin: Turkic
U-Hitoy 1	uzb	short	1645	short	qɨsqa	A	Origin: Turkic
U-Hitoy 1	uzb	narrow	1267	narrow	tar	A	Origin: Turkic
U-Hitoy 1	uzb	thin	1400	thin	ʤuqa	B	Origin: Turkic
U-Hitoy 1	uzb	woman	962	woman	ajel	A	Origin: Turkic
U-Hitoy 1	uzb	man	1554	man	jerkɛk	A	Origin: Turkic
U-Hitoy 1	uzb	person	683	person	adam	A	Origin: Arabian
U-Hitoy 1	uzb	child	2099	child	bala	A	Origin: Turkic
U-Hitoy 2	uzb	heavy	1210	heavy	awrʊ	A	Origin: Turkic
U-Hitoy 2	uzb	small	1246	small	kiʧkenʲɛ	A	Origin: Turkic
U-Hitoy 2	uzb	short	1645	short	kɛlte	B	Origin: Iranian
U-Hitoy 2	uzb	narrow	1267	narrow	tar	A	Origin: Turkic
U-Hitoy 2	uzb	thin	1400	thin	ʤoqa	B	Origin: Turkic
U-Hitoy 2	uzb	woman	962	woman	ajel	A	Origin: Turkic
U-Hitoy 2	uzb	man	1554	man	jerkɛk	A	Origin: Turkic
U-Hitoy 2	uzb	person	683	person	adam	A	Origin: Arabian
U-Hitoy 2	uzb	child	2099	child	bala	A	Origin: Turkic
U-Hitoy 3	uzb	heavy	1210	heavy	awər	A	Origin: Turkic
U-Hitoy 3	uzb	small	1246	small	kiskinʲɛ	A	Origin: Turkic
U-Hitoy 3	uzb	short	1645	short	qɨsqa	A	Origin: Turkic
U-Hitoy 3	uzb	narrow	1267	narrow	tar	A	Origin: Turkic
U-Hitoy 3	uzb	thin	1400	thin	ʤiŋiske	A	Origin: Turkic
U-Hitoy 3	uzb	woman	962	woman	ajel	A	Origin: Turkic
U-Hitoy 3	uzb	man	1554	man	jerkɛk	A	Origin: Turkic
U-Hitoy 3	uzb	person	683	person	adam	A	Origin: Arabian
U-Hitoy 3	uzb	child	2099	child	bala	A	Origin: Turkic
U-Novmetan 3	uzb	heavy	1210	heavy	ɔɣər	A	Origin: Turkic
U-Novmetan 3	uzb	small	1246	small	kiʧik	E	Origin: Turkic
U-Novmetan 3	uzb	short	1645	short	kalta	B	Origin: Iranian
U-Novmetan 3	uzb	narrow	1267	narrow	ingiʧka	B	Origin: Turkic
U-Novmetan 3	uzb	thin	1400	thin	majin	F	Origin: Turkic
U-Novmetan 3	uzb	woman	962	woman	ajɔl	A	Origin: Turkic
U-Novmetan 3	uzb	man	1554	man	ɛrkak	A	Origin: Turkic
U-Novmetan 3	uzb	person	683	person	ɔdam	A	Origin: Arabian
U-Novmetan 3	uzb	child	2099	child	bola	A	Origin: Turkic
U-Soy Mahalla 1	uzb	heavy	1210	heavy	ɔɣər	A	Origin: Turkic
U-Soy Mahalla 1	uzb	small	1246	small	kiʧik	E	Origin: Turkic
U-Soy Mahalla 1	uzb	short	1645	short	kalta	B	Origin: Iranian
U-Soy Mahalla 1	uzb	narrow	1267	narrow	tɔr	A	Origin: Turkic
U-Soy Mahalla 1	uzb	woman	962	woman	ajɔl	A	Origin: Turkic
U-Soy Mahalla 1	uzb	man	1554	man	ɪrkak	A	Origin: Turkic
U-Soy Mahalla 1	uzb	person	683	person	insɒn	B	Origin: Arabian
U-Soy Mahalla 1	uzb	child	2099	child	bɔla	A	Origin: Turkic
U-Soy Mahalla 2	uzb	heavy	1210	heavy	ɔɣər	A	Origin: Turkic
U-Soy Mahalla 2	uzb	small	1246	small	kiʧkɪnɛ	A	Origin: Turkic
U-Soy Mahalla 2	uzb	short	1645	short	kalta	B	Origin: Iranian
U-Soy Mahalla 2	uzb	narrow	1267	narrow	tɔr	A	Origin: Turkic
U-Soy Mahalla 2	uzb	thin	1400	thin	iŋiska	A	Origin: Turkic
U-Soy Mahalla 2	uzb	woman	962	woman	ajɔl	A	Origin: Turkic
U-Soy Mahalla 2	uzb	man	1554	man	ɪrkɛk	A	Origin: Turkic
U-Soy Mahalla 2	uzb	person	683	person	ɔdam	A	Origin: Arabian
U-Soy Mahalla 2	uzb	child	2099	child	bɔla	A	Origin: Turkic
U-Soy Mahalla 3	uzb	heavy	1210	heavy	ɔɣər	A	Origin: Turkic
U-Soy Mahalla 3	uzb	small	1246	small	kiʧkɪnɐ	A	Origin: Turkic
U-Soy Mahalla 3	uzb	short	1645	short	kalta	B	Origin: Iranian
U-Soy Mahalla 3	uzb	narrow	1267	narrow	iŋiʧkɐ	B	Origin: Turkic
U-Soy Mahalla 3	uzb	thin	1400	thin	jupka	B	Origin: Turkic
U-Soy Mahalla 3	uzb	woman	962	woman	ajɔl	A	Origin: Turkic
U-Soy Mahalla 3	uzb	man	1554	man	erkɛk	A	Origin: Turkic
U-Soy Mahalla 3	uzb	person	683	person	ɔdam	A	Origin: Arabian
U-Soy Mahalla 3	uzb	child	2099	child	bɔla	A	Origin: Turkic
U-Urtoqqishloq 1	uzb	heavy	1210	heavy	wɔɣər	A	Origin: Turkic
U-Urtoqqishloq 1	uzb	small	1246	small	kɪʧkina	A	Origin: Turkic
U-Urtoqqishloq 1	uzb	short	1645	short	qałta	B	Origin: Iranian
U-Urtoqqishloq 1	uzb	narrow	1267	narrow	qs̩ka	E	Origin: Turkic
U-Urtoqqishloq 1	uzb	thin	1400	thin	ingiʧka	A	Origin: Turkic
U-Urtoqqishloq 1	uzb	woman	962	woman	ajɔł	A	Origin: Turkic
U-Urtoqqishloq 1	uzb	man	1554	man	jerkak	A	Origin: Turkic
U-Urtoqqishloq 1	uzb	person	683	person	ɔdam	A	Origin: Arabian
U-Urtoqqishloq 1	uzb	child	2099	child	bɔla	A	Origin: Turkic
U-Urtoqqishloq 2	uzb	heavy	1210	heavy	ɔɣər	A	Origin: Turkic
U-Urtoqqishloq 2	uzb	small	1246	small	kɪʧɪk	E	Origin: Turkic
U-Urtoqqishloq 2	uzb	short	1645	short	qs̩ka	A	Origin: Turkic
U-Urtoqqishloq 2	uzb	narrow	1267	narrow	qs̩ka	E	Origin: Turkic
U-Urtoqqishloq 2	uzb	thin	1400	thin	jypqa	B	Origin: Turkic
U-Urtoqqishloq 2	uzb	woman	962	woman	ajɔł	A	Origin: Turkic
U-Urtoqqishloq 2	uzb	man	1554	man	erkak	A	Origin: Turkic
U-Urtoqqishloq 2	uzb	person	683	person	ɔdam	A	Origin: Arabian
U-Urtoqqishloq 2	uzb	child	2099	child	bɔla	A	Origin: Turkic
U-Urtoqqishloq 3	uzb	heavy	1210	heavy	ɔɣər	A	Origin: Turkic
U-Urtoqqishloq 3	uzb	small	1246	small	kɪʧɪk	E	Origin: Turkic
U-Urtoqqishloq 3	uzb	short	1645	short	qs̩ka	A	Origin: Turkic
U-Urtoqqishloq 3	uzb	narrow	1267	narrow	ingiʧka	B	Origin: Turkic
U-Urtoqqishloq 3	uzb	thin	1400	thin	jypqa	B	Origin: Turkic
U-Urtoqqishloq 3	uzb	woman	962	woman	ajɔł	A	Origin: Turkic
U-Urtoqqishloq 3	uzb	man	1554	man	erkæk	A	Origin: Turkic
U-Urtoqqishloq 3	uzb	person	683	person	ɔdam	A	Origin: Arabian
U-Urtoqqishloq 3	uzb	child	2099	child	bɔla	A	Origin: Turkic
U-Urtoqqishloq 4	uzb	heavy	1210	heavy	ɔɣər	A	Origin: Turkic
U-Urtoqqishloq 4	uzb	small	1246	small	kɪʧkina	A	Origin: Turkic
U-Urtoqqishloq 4	uzb	short	1645	short	qs̩ka	A	Origin: Turkic
U-Urtoqqishloq 4	uzb	narrow	1267	narrow	ingiʧka	B	Origin: Turkic
U-Urtoqqishloq 4	uzb	thin	1400	thin	jypqa	B	Origin: Turkic
U-Urtoqqishloq 4	uzb	woman	962	woman	xɔtɨn	B	Origin: Turkic
U-Urtoqqishloq 4	uzb	man	1554	man	erkæk	A	Origin: Turkic
U-Urtoqqishloq 4	uzb	person	683	person	ɔdam	A	Origin: Arabian
U-Urtoqqishloq 4	uzb	child	2099	child	bɔla	A	Origin: Turkic
U-Zarmanak 3	uzb	heavy	1210	heavy	ɔɣər	A	Origin: Turkic
U-Zarmanak 3	uzb	small	1246	small	kʧik	E	Origin: Turkic
U-Zarmanak 3	uzb	short	1645	short	kałta	B	Origin: Iranian
U-Zarmanak 3	uzb	narrow	1267	narrow	tɔr	A	Origin: Turkic
U-Zarmanak 3	uzb	thin	1400	thin	jypqa	B	Origin: Turkic
U-Zarmanak 3	uzb	woman	962	woman	ajɔł	A	Origin: Turkic
U-Zarmanak 3	uzb	man	1554	man	ɪrkak	A	Origin: Turkic
U-Zarmanak 3	uzb	person	683	person	ɔdam	A	Origin: Arabian
U-Zarmanak 3	uzb	child	2099	child	bola	A	Origin: Turkic
U-Zarmanak 4	uzb	heavy	1210	heavy	ɔɣər	A	Origin: Turkic
U-Zarmanak 4	uzb	small	1246	small	kiʧik	E	Origin: Turkic
U-Zarmanak 4	uzb	short	1645	short	kalta	B	Origin: Iranian
U-Zarmanak 4	uzb	narrow	1267	narrow	tɔr	A	Origin: Turkic
U-Zarmanak 4	uzb	thin	1400	thin	ingiʧkə	A	Origin: Turkic
U-Zarmanak 4	uzb	woman	962	woman	ajɔl	A	Origin: Turkic
U-Zarmanak 4	uzb	man	1554	man	ɪrkak	A	Origin: Turkic
U-Zarmanak 4	uzb	person	683	person	ɔdam	A	Origin: Arabian
U-Zarmanak 4	uzb	child	2099	child	bola	A	Origin: Turkic
T-Agalyk	tgk	heavy	1210	heavy	vazmin	C	Origin: Iranian
T-Agalyk	tgk	small	1246	small	xuld	L	Origin: Iranian
T-Agalyk	tgk	short	1645	short	kutɔh	F	Origin: Iranian
T-Agalyk	tgk	narrow	1267	narrow	taŋ	N	Origin: Iranian
T-Agalyk	tgk	thin	1400	thin	bɔrik	K	Origin: Iranian
T-Agalyk	tgk	woman	962	woman	zan	G	Origin: Iranian
T-Agalyk	tgk	man	1554	man	mard	G	Origin: Iranian
T-Agalyk	tgk	person	683	person	ɔdam	A	Origin: Arabian
T-Agalyk	tgk	child	2099	child	gʊdak	F	Origin: Iranian
T-Kamangaron 1	tgk	heavy	1210	heavy	vazmin	C	Origin: Iranian
T-Kamangaron 1	tgk	small	1246	small	majda	J	Origin: Iranian
T-Kamangaron 1	tgk	short	1645	short	kytɔh	F	Origin: Iranian
T-Kamangaron 1	tgk	narrow	1267	narrow	bɔrik	M	Origin: Iranian
T-Kamangaron 1	tgk	thin	1400	thin	tunuk	L	Origin: Iranian
T-Kamangaron 1	tgk	woman	962	woman	zajif	I	Origin: Iranian
T-Kamangaron 1	tgk	man	1554	man	mardak	H	Origin: Iranian
T-Kamangaron 1	tgk	person	683	person	ɔdam	A	Origin: Arabian
T-Kamangaron 1	tgk	child	2099	child	gødak	F	Origin: Iranian
T-Kamangaron 2	tgk	heavy	1210	heavy	vazbin	C	Origin: Iranian
T-Kamangaron 2	tgk	small	1246	small	majda	J	Origin: Iranian
T-Kamangaron 2	tgk	short	1645	short	kalta	B	Origin: Iranian
T-Kamangaron 2	tgk	narrow	1267	narrow	taŋk	N	Origin: Iranian
T-Kamangaron 2	tgk	thin	1400	thin	tunuk	L	Origin: Iranian
T-Kamangaron 2	tgk	woman	962	woman	zajif	I	Origin: Iranian
T-Kamangaron 2	tgk	man	1554	man	mard	G	Origin: Iranian
T-Kamangaron 2	tgk	person	683	person	ɔdam	A	Origin: Arabian
T-Kamangaron 2	tgk	child	2099	child	baʧa	G	Origin: Iranian
T-Kamangaron 3	tgk	heavy	1210	heavy	vazbin	C	Origin: Iranian
T-Kamangaron 3	tgk	short	1645	short	mazik	G	Origin: Iranian
T-Kamangaron 3	tgk	narrow	1267	narrow	bɔrik	G	Origin: Iranian
T-Kamangaron 3	tgk	woman	962	woman	zajif	I	Origin: Iranian
T-Kamangaron 3	tgk	man	1554	man	mard̥	G	Origin: Iranian
T-Kamangaron 3	tgk	person	683	person	ɔdam	A	Origin: Arabian
T-Kamangaron 3	tgk	child	2099	child	baʧa	G	Origin: Iranian
T-Kamangaron 4	tgk	heavy	1210	heavy	vazbin	C	Origin: Iranian
T-Kamangaron 4	tgk	small	1246	small	majda	J	Origin: Iranian
T-Kamangaron 4	tgk	short	1645	short	kølta	B	Origin: Iranian
T-Kamangaron 4	tgk	narrow	1267	narrow	bɔrik	G	Origin: Iranian
T-Kamangaron 4	tgk	woman	962	woman	zajif	I	Origin: Iranian
T-Kamangaron 4	tgk	man	1554	man	mard̥	G	Origin: Iranian
T-Kamangaron 4	tgk	person	683	person	ɔdam	A	Origin: Arabian
T-Kamangaron 4	tgk	child	2099	child	baʧa	G	Origin: Iranian
T-Kaptarhona 1	tgk	heavy	1210	heavy	vazmin	C	Origin: Iranian
T-Kaptarhona 1	tgk	small	1246	small	majdahak	K	Origin: Iranian
T-Kaptarhona 1	tgk	short	1645	short	kalta	B	Origin: Iranian
T-Kaptarhona 1	tgk	narrow	1267	narrow	tank	N	Origin: Iranian
T-Kaptarhona 1	tgk	thin	1400	thin	bɔrik	K	Origin: Iranian
T-Kaptarhona 1	tgk	woman	962	woman	zanak	J	Origin: Iranian
T-Kaptarhona 1	tgk	man	1554	man	mardak	H	Origin: Iranian
T-Kaptarhona 1	tgk	person	683	person	ɔdam	A	Origin: Arabian
T-Kaptarhona 1	tgk	child	2099	child	kudak	F	Origin: Iranian
T-Kaptarhona 2	tgk	heavy	1210	heavy	vazmin	C	Origin: Iranian
T-Kaptarhona 2	tgk	small	1246	small	majda	J	Origin: Iranian
T-Kaptarhona 2	tgk	short	1645	short	kalta	B	Origin: Iranian
T-Kaptarhona 2	tgk	narrow	1267	narrow	tɔr	A	Origin: Iranian
T-Kaptarhona 2	tgk	thin	1400	thin	bɔrik	K	Origin: Iranian
T-Kaptarhona 2	tgk	woman	962	woman	zan	G	Origin: Iranian
T-Kaptarhona 2	tgk	man	1554	man	mard	G	Origin: Iranian
T-Kaptarhona 2	tgk	person	683	person	ɔdam	A	Origin: Arabian
T-Kaptarhona 2	tgk	child	2099	child	gudak	F	Origin: Iranian
T-Kaptarhona 3	tgk	heavy	1210	heavy	vazmin	C	Origin: Iranian
T-Kaptarhona 3	tgk	small	1246	small	majdahak	K	Origin: Iranian
T-Kaptarhona 3	tgk	short	1645	short	kalta	B	Origin: Iranian
T-Kaptarhona 3	tgk	narrow	1267	narrow	borʲik	G	Origin: Iranian
T-Kaptarhona 3	tgk	thin	1400	thin	borʲik	K	Origin: Iranian
T-Kaptarhona 3	tgk	woman	962	woman	zanak	J	Origin: Iranian
T-Kaptarhona 3	tgk	man	1554	man	mardak	H	Origin: Iranian
T-Kaptarhona 3	tgk	person	683	person	ɔdam	A	Origin: Arabian
T-Kaptarhona 3	tgk	child	2099	child	kudak	F	Origin: Iranian
T-Kaptarhona 4	tgk	heavy	1210	heavy	vazbin	C	Origin: Iranian
T-Kaptarhona 4	tgk	small	1246	small	majdahak	K	Origin: Iranian
T-Kaptarhona 4	tgk	narrow	1267	narrow	kam	I	Origin: Iranian
T-Kaptarhona 4	tgk	thin	1400	thin	bɔrik	K	Origin: Iranian
T-Kaptarhona 4	tgk	woman	962	woman	zanak	J	Origin: Iranian
T-Kaptarhona 4	tgk	man	1554	man	mardak	H	Origin: Iranian
T-Kaptarhona 4	tgk	person	683	person	ɔdamzɔt	A	Origin: Arabian
T-Kaptarhona 4	tgk	child	2099	child	lulak	H	Origin: Iranian
T-Kaptarhona 5	tgk	heavy	1210	heavy	vazmin	C	Origin: Iranian
T-Kaptarhona 5	tgk	small	1246	small	majdahak	K	Origin: Iranian
T-Kaptarhona 5	tgk	short	1645	short	kalta	B	Origin: Iranian
T-Kaptarhona 5	tgk	narrow	1267	narrow	kam	I	Origin: Iranian
T-Kaptarhona 5	tgk	thin	1400	thin	bɔrik	K	Origin: Iranian
T-Kaptarhona 5	tgk	man	1554	man	mardak	H	Origin: Iranian
T-Kaptarhona 5	tgk	person	683	person	ɔdam	A	Origin: Arabian
T-Kaptarhona 5	tgk	child	2099	child	kudak	F	Origin: Iranian
T-Navdî 1	tgk	heavy	1210	heavy	vazmin	C	Origin: Iranian
T-Navdî 1	tgk	small	1246	small	majda	J	Origin: Iranian
T-Navdî 1	tgk	short	1645	short	kutɔh	F	Origin: Iranian
T-Navdî 1	tgk	narrow	1267	narrow	taŋ˳	N	Origin: Iranian
T-Navdî 1	tgk	thin	1400	thin	tunuk	L	Origin: Iranian
T-Navdî 1	tgk	woman	962	woman	zanak	J	Origin: Iranian
T-Navdî 1	tgk	man	1554	man	mard	G	Origin: Iranian
T-Navdî 1	tgk	person	683	person	ɔdam	A	Origin: Arabian
T-Navdî 1	tgk	child	2099	child	kudak	F	Origin: Iranian
T-Navdî 2	tgk	heavy	1210	heavy	vazmin	C	Origin: Iranian
T-Navdî 2	tgk	short	1645	short	kutɔh	F	Origin: Iranian
T-Navdî 2	tgk	narrow	1267	narrow	bɔrik	G	Origin: Iranian
T-Navdî 2	tgk	thin	1400	thin	tunuk	L	Origin: Iranian
T-Navdî 2	tgk	woman	962	woman	zanak	J	Origin: Iranian
T-Navdî 2	tgk	man	1554	man	mardak	H	Origin: Iranian
T-Navdî 2	tgk	person	683	person	ɔdam	A	Origin: Arabian
T-Navdî 2	tgk	child	2099	child	kudak	F	Origin: Iranian
T-Navdî 3	tgk	heavy	1210	heavy	vazmin	C	Origin: Iranian
T-Navdî 3	tgk	small	1246	small	majda	J	Origin: Iranian
T-Navdî 3	tgk	short	1645	short	kalta	B	Origin: Iranian
T-Navdî 3	tgk	narrow	1267	narrow	bɔrik	G	Origin: Iranian
T-Navdî 3	tgk	thin	1400	thin	bɔrik	K	Origin: Iranian
T-Navdî 3	tgk	woman	962	woman	zanak	J	Origin: Iranian
T-Navdî 3	tgk	man	1554	man	mard	G	Origin: Iranian
T-Navdî 3	tgk	person	683	person	ɔdam	A	Origin: Arabian
T-Navdî 3	tgk	child	2099	child	kudak	F	Origin: Iranian
T-Nimich 1	tgk	heavy	1210	heavy	vazmin	C	Origin: Iranian
T-Nimich 1	tgk	small	1246	small	majda	J	Origin: Iranian
T-Nimich 1	tgk	short	1645	short	kalta	B	Origin: Iranian
T-Nimich 1	tgk	narrow	1267	narrow	bɔrik	G	Origin: Iranian
T-Nimich 1	tgk	thin	1400	thin	bɔrik	K	Origin: Iranian
T-Nimich 1	tgk	woman	962	woman	zanak	J	Origin: Iranian
T-Nimich 1	tgk	man	1554	man	mardak	H	Origin: Iranian
T-Nimich 1	tgk	person	683	person	ɔdam	A	Origin: Arabian
T-Nimich 1	tgk	child	2099	child	kudak	F	Origin: Iranian
T-Nimich 2	tgk	heavy	1210	heavy	vazmin	C	Origin: Iranian
T-Nimich 2	tgk	small	1246	small	majda	J	Origin: Iranian
T-Nimich 2	tgk	short	1645	short	kutɔh	F	Origin: Iranian
T-Nimich 2	tgk	narrow	1267	narrow	bɔrik	G	Origin: Iranian
T-Nimich 2	tgk	thin	1400	thin	tunuk	L	Origin: Iranian
T-Nimich 2	tgk	woman	962	woman	zan	G	Origin: Iranian
T-Nimich 2	tgk	man	1554	man	mard	G	Origin: Iranian
T-Nimich 2	tgk	person	683	person	ɔdam	A	Origin: Arabian
T-Nimich 2	tgk	child	2099	child	kudak	F	Origin: Iranian
T-Nimich 3	tgk	heavy	1210	heavy	vazmɪn	C	Origin: Iranian
T-Nimich 3	tgk	small	1246	small	xʊd̥	L	Origin: Iranian
T-Nimich 3	tgk	short	1645	short	kutah	F	Origin: Iranian
T-Nimich 3	tgk	narrow	1267	narrow	taŋ	N	Origin: Iranian
T-Nimich 3	tgk	thin	1400	thin	pɔrik	K	Origin: Iranian
T-Nimich 3	tgk	woman	962	woman	zan	G	Origin: Iranian
T-Nimich 3	tgk	man	1554	man	mard	G	Origin: Iranian
T-Nimich 3	tgk	person	683	person	ɔdam	A	Origin: Arabian
T-Nimich 3	tgk	child	2099	child	kudak	F	Origin: Iranian
T-Nimich 4	tgk	heavy	1210	heavy	vazmin	C	Origin: Iranian
T-Nimich 4	tgk	small	1246	small	majda	J	Origin: Iranian
T-Nimich 4	tgk	short	1645	short	kutah	F	Origin: Iranian
T-Nimich 4	tgk	narrow	1267	narrow	bɔrik	G	Origin: Iranian
T-Nimich 4	tgk	thin	1400	thin	paʧəq	M	Origin: Iranian
T-Nimich 4	tgk	woman	962	woman	zanak	J	Origin: Iranian
T-Nimich 4	tgk	man	1554	man	mardak	H	Origin: Iranian
T-Nimich 4	tgk	person	683	person	ɔdam	A	Origin: Arabian
T-Nimich 4	tgk	child	2099	child	kudak	F	Origin: Iranian
T-Novmetan 1	tgk	heavy	1210	heavy	vazbin	C	Origin: Iranian
T-Novmetan 1	tgk	small	1246	small	majda	J	Origin: Iranian
T-Novmetan 1	tgk	short	1645	short	kałta	B	Origin: Iranian
T-Novmetan 1	tgk	woman	962	woman	zan	G	Origin: Iranian
T-Novmetan 1	tgk	person	683	person	ɔdam	A	Origin: Arabian
T-Novmetan 1	tgk	child	2099	child	baʧa	G	Origin: Iranian
T-Novmetan 2	tgk	heavy	1210	heavy	vazbin	C	Origin: Iranian
T-Novmetan 2	tgk	short	1645	short	kalta	B	Origin: Iranian
T-Novmetan 2	tgk	narrow	1267	narrow	pɔrik	G	Origin: Iranian
T-Novmetan 2	tgk	woman	962	woman	zan	G	Origin: Iranian
T-Novmetan 2	tgk	man	1554	man	mard	G	Origin: Iranian
T-Novmetan 2	tgk	person	683	person	ɔdam	A	Origin: Arabian
T-Novmetan 2	tgk	child	2099	child	baʧa	G	Origin: Iranian
T-Nûshor 1	tgk	heavy	1210	heavy	vazmɪn	C	Origin: Iranian
T-Nûshor 1	tgk	small	1246	small	majda	J	Origin: Iranian
T-Nûshor 1	tgk	short	1645	short	kutɔh	F	Origin: Iranian
T-Nûshor 1	tgk	narrow	1267	narrow	bɔrik	G	Origin: Iranian
T-Nûshor 1	tgk	thin	1400	thin	bɔrik	K	Origin: Iranian
T-Nûshor 1	tgk	woman	962	woman	zan	G	Origin: Iranian
T-Nûshor 1	tgk	man	1554	man	mard	G	Origin: Iranian
T-Nûshor 1	tgk	person	683	person	ɔdam	A	Origin: Arabian
T-Nûshor 1	tgk	child	2099	child	kudak	F	Origin: Iranian
T-Nûshor 2	tgk	heavy	1210	heavy	vazmin	C	Origin: Iranian
T-Nûshor 2	tgk	small	1246	small	xʊrd	L	Origin: Iranian
T-Nûshor 2	tgk	short	1645	short	kutɔh	F	Origin: Iranian
T-Nûshor 2	tgk	narrow	1267	narrow	pɔrik	G	Origin: Iranian
T-Nûshor 2	tgk	thin	1400	thin	pɔrik	K	Origin: Iranian
T-Nûshor 2	tgk	woman	962	woman	zan	G	Origin: Iranian
T-Nûshor 2	tgk	man	1554	man	mard	G	Origin: Iranian
T-Nûshor 2	tgk	person	683	person	ɔdam	A	Origin: Arabian
T-Nûshor 2	tgk	child	2099	child	kudak	F	Origin: Iranian
T-Nûshor 3	tgk	heavy	1210	heavy	vazmin	C	Origin: Iranian
T-Nûshor 3	tgk	small	1246	small	majda	J	Origin: Iranian
